Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,LotFrontage_WasMissing,MasVnrArea_WasMissing,GarageYrBlt_WasMissing,TotalSF,TotalPorchSF,TotalBaths,BsmtFinishedRatio,LivingAreaRatio,HouseAge,YearsSinceRemodel,WasRemodeled,GarageAge,YearsSinceSold,HouseAgeGroup,NeighborhoodTier,QualityScore,BasementQualityScore,GarageQualityScore,RoomDensity,BathBedroomRatio,GarageLivingRatio,LotCoverageRatio,AgeQualityInteraction,SalePrice
412,190,RL,100.0,34650,Pave,,Reg,Bnk,AllPub,Inside,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,Mn,Rec,1056.0,Unf,0.0,0.0,1056.0,GasA,TA,N,SBrkr,1056,0,0,1056,1.0,0.0,1,0,3,1,TA,5,Typ,0,,Attchd,1955.0,Fin,2.0,572.0,TA,TA,Y,264,0,0,0,0,0,,,,0,1,2006,WD,Normal,0,0,0,2112.0,0,2.0,1.0,0.030476190476190476,68,68,0,68,17,Old (51-100),Mid_Tier,4.0,2.0,3.0,4.734848484848485,0.6666666666666666,0.5416666666666666,0.06095238095238095,272.0,145000
413,20,FV,43.6,4403,Pave,,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,MetalSd,MetalSd,Stone,432.0,Ex,TA,PConc,Ex,TA,Av,GLQ,578.0,Unf,0.0,892.0,1470.0,GasA,Ex,Y,SBrkr,1478,0,0,1478,1.0,0.0,2,1,2,1,Gd,7,Typ,1,Gd,Attchd,2009.0,Fin,2.0,484.0,TA,TA,Y,0,144,0,0,0,0,,,,0,6,2010,New,Partial,1,0,0,2948.0,144,3.5,0.39319727891156464,0.33568021803315923,14,14,0,14,13,Recent (11-25),Premium,5.25,2.6666666666666665,3.0,4.736129905277402,1.75,0.3274695534506089,0.6695434930729048,73.5,222000
414,30,RM,56.0,8960,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,6,1927,1950,Gable,CompShg,WdShing,Wd Shng,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1008.0,1008.0,GasA,Gd,Y,FuseA,1028,0,0,1028,0.0,0.0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1927.0,Unf,2.0,360.0,TA,TA,Y,0,0,130,0,0,0,,,,0,3,2010,WD,Normal,0,0,0,2036.0,130,1.0,0.0,0.11473214285714285,96,73,1,96,13,Old (51-100),Standard,4.200000000000001,2.0,3.0,4.863813229571985,0.5,0.35019455252918286,0.22723214285714285,403.2000000000001,115000
415,60,RL,59.0,11228,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,50.0,GLQ,531.0,499.0,1080.0,GasA,Ex,Y,SBrkr,1080,1017,0,2097,0.0,1.0,2,1,3,1,Gd,9,Typ,1,TA,Attchd,1993.0,Unf,3.0,678.0,TA,TA,Y,196,187,0,0,0,0,,,,0,12,2008,WD,Normal,0,0,0,3177.0,187,3.0,0.537962962962963,0.18676522978268614,30,30,0,30,15,Mature (26-50),Mid_Tier,4.950000000000001,2.3333333333333335,3.0,4.291845493562231,1.0,0.32331902718168815,0.2829533309583185,148.50000000000003,228000
416,20,RL,73.0,8899,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24.0,Unf,0.0,1316.0,1340.0,GasA,Ex,Y,SBrkr,1340,0,0,1340,0.0,0.0,2,0,3,1,Gd,6,Typ,0,,Attchd,2007.0,Fin,2.0,396.0,TA,TA,Y,100,30,0,0,0,0,,,,0,8,2007,New,Partial,0,0,0,2680.0,30,2.0,0.01791044776119403,0.15057871670974265,16,16,0,16,16,Recent (11-25),Mid_Tier,4.950000000000001,2.3333333333333335,3.0,4.477611940298508,0.6666666666666666,0.2955223880597015,0.3011574334194853,79.20000000000002,181134
417,60,RL,74.0,7844,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,203.0,TA,TA,CBlock,TA,TA,No,ALQ,209.0,Unf,0.0,463.0,672.0,GasA,TA,Y,SBrkr,672,728,0,1400,0.0,0.0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1978.0,Fin,2.0,440.0,TA,TA,Y,0,0,0,0,0,0,,,,0,3,2006,WD,Normal,0,0,0,2072.0,0,1.5,0.31101190476190477,0.17848036715961244,45,45,0,45,17,Mature (26-50),Mid_Tier,4.700000000000001,2.0,3.0,4.285714285714286,0.5,0.3142857142857143,0.2641509433962264,211.50000000000006,149500
418,70,RL,86.0,22420,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,2Story,6,6,1918,1950,Hip,CompShg,Wd Sdng,Stucco,,0.0,TA,TA,BrkTil,Gd,TA,No,BLQ,1128.0,Unf,0.0,242.0,1370.0,GasW,TA,N,FuseA,1370,1254,0,2624,1.0,0.0,2,1,4,1,TA,10,Typ,1,Gd,Detchd,1918.0,Unf,3.0,864.0,TA,TA,N,0,0,0,0,0,0,,,,0,11,2007,WD,Normal,0,0,0,3994.0,0,3.5,0.8233576642335766,0.11703835860838536,105,73,1,105,16,Historic (100+),Mid_Tier,4.600000000000001,2.3333333333333335,3.0,3.8109756097560976,0.875,0.32926829268292684,0.17814451382694024,483.00000000000017,239000
419,50,RL,60.0,8160,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,312.0,Unf,0.0,444.0,756.0,GasA,Fa,N,FuseF,756,378,0,1134,1.0,0.0,1,1,3,1,TA,7,Typ,0,,Detchd,1940.0,Unf,1.0,240.0,TA,TA,P,0,0,0,0,0,0,,,,0,4,2007,WD,AdjLand,0,0,0,1890.0,0,2.5,0.4126984126984127,0.13897058823529412,83,73,1,83,16,Old (51-100),Standard,4.200000000000001,2.0,3.0,6.172839506172839,0.8333333333333334,0.21164021164021163,0.23161764705882354,348.6000000000001,126000
420,20,RL,65.0,8450,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,775.0,Unf,0.0,281.0,1056.0,GasA,Ex,Y,SBrkr,1056,0,0,1056,1.0,0.0,1,0,3,1,TA,6,Typ,1,Fa,Attchd,1968.0,Unf,1.0,304.0,TA,TA,Y,0,85,184,0,0,0,,,,0,7,2010,WD,Normal,0,0,0,2112.0,269,2.0,0.7339015151515151,0.12497041420118343,55,55,0,55,13,Old (51-100),Mid_Tier,4.200000000000001,2.0,3.0,5.681818181818182,0.6666666666666666,0.2878787878787879,0.24994082840236687,231.00000000000006,142000
421,90,RM,78.0,7060,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,200.0,TA,Gd,PConc,Gd,Gd,Gd,GLQ,1309.0,Unf,0.0,35.0,1344.0,GasA,Ex,Y,SBrkr,1344,0,0,1344,2.0,0.0,2,0,2,2,TA,8,Typ,0,,Attchd,1997.0,Fin,4.0,784.0,TA,TA,Y,0,0,0,0,0,0,,,,0,11,2008,WD,Alloca,0,0,0,2688.0,0,4.0,0.9739583333333334,0.19036827195467423,26,25,1,26,15,Mature (26-50),Mid_Tier,4.850000000000001,4.0,3.0,5.952380952380952,2.0,0.5833333333333334,0.38073654390934847,126.10000000000004,206300
422,20,RL,98.6,16635,Pave,,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,2000,Gable,CompShg,CemntBd,CmentBd,Stone,126.0,Gd,TA,CBlock,Gd,TA,No,ALQ,1246.0,Unf,0.0,356.0,1602.0,GasA,Gd,Y,SBrkr,1602,0,0,1602,0.0,1.0,2,0,3,1,Gd,8,Typ,1,TA,Attchd,1977.0,Fin,2.0,529.0,TA,TA,Y,240,0,0,0,0,0,,,,0,6,2009,WD,Normal,1,0,0,3204.0,0,2.5,0.7777777777777778,0.09630297565374211,46,23,1,46,14,Mature (26-50),Mid_Tier,5.050000000000001,2.3333333333333335,3.0,4.9937578027465666,0.8333333333333334,0.3302122347066167,0.19260595130748423,232.30000000000004,215000
423,20,RL,100.0,21750,Pave,,Reg,HLS,AllPub,Inside,Mod,Mitchel,Artery,Norm,1Fam,1Story,5,5,1954,1954,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,988.0,988.0,GasA,Ex,Y,FuseA,988,0,0,988,0.0,0.0,1,0,2,1,TA,4,Typ,0,,Attchd,1954.0,RFn,2.0,520.0,TA,TA,N,0,0,0,0,0,0,,,,0,2,2008,WD,Normal,0,0,0,1976.0,0,1.0,0.0,0.04542528735632184,69,69,0,69,15,Old (51-100),Mid_Tier,4.0,2.0,3.0,4.048582995951417,0.5,0.5263157894736842,0.09085057471264368,276.0,113000
424,60,RL,80.0,9200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,473.0,Gd,TA,PConc,Gd,TA,No,GLQ,986.0,Unf,0.0,484.0,1470.0,GasA,Gd,Y,SBrkr,1470,1160,0,2630,1.0,0.0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1998.0,Fin,3.0,696.0,TA,TA,Y,0,66,0,0,0,0,,,,0,6,2008,WD,Normal,0,0,0,4100.0,66,3.5,0.6707482993197279,0.2858695652173913,25,25,0,25,15,Mature (26-50),Premium,5.250000000000001,2.3333333333333335,3.0,3.041825095057034,0.875,0.264638783269962,0.44565217391304346,131.25000000000003,315000
425,20,RL,72.0,9000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,74.0,TA,TA,CBlock,Gd,TA,No,LwQ,616.0,Unf,0.0,580.0,1196.0,GasA,Gd,Y,FuseA,1196,0,0,1196,1.0,0.0,1,0,2,1,TA,6,Typ,1,Gd,Attchd,1956.0,RFn,1.0,297.0,TA,TA,Y,0,44,0,0,0,0,,,,0,5,2008,WD,Normal,0,0,0,2392.0,44,2.0,0.5150501672240803,0.1328888888888889,67,67,0,67,15,Old (51-100),Mid_Tier,4.400000000000001,2.3333333333333335,3.0,5.016722408026756,1.0,0.24832775919732442,0.2657777777777778,294.80000000000007,139000
426,60,RM,60.0,3378,Pave,Grvl,Reg,HLS,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1946,1992,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,651.0,651.0,GasA,Gd,Y,SBrkr,707,682,0,1389,0.0,0.0,1,1,3,1,TA,6,Typ,2,Gd,Detchd,1947.0,Unf,1.0,240.0,TA,TA,P,0,0,126,0,0,0,,,,0,9,2009,WD,Normal,0,0,0,2040.0,126,1.5,0.0,0.411190053285968,77,31,1,76,14,Old (51-100),Standard,5.300000000000002,2.0,3.0,4.319654427645789,0.5,0.17278617710583152,0.6039076376554174,408.10000000000014,135000
427,80,RL,69.6,12800,Pave,,Reg,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,SLvl,7,5,1989,1989,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,145.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1518.0,Unf,0.0,0.0,1518.0,GasA,Gd,Y,SBrkr,1644,0,0,1644,1.0,1.0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1989.0,Fin,2.0,569.0,TA,TA,Y,80,0,0,0,396,0,,,,0,8,2009,WD,Normal,1,0,0,3162.0,396,3.5,1.0,0.1284375,34,34,0,34,14,Mature (26-50),Mid_Tier,4.950000000000001,3.6666666666666665,3.0,3.0413625304136254,1.75,0.34610705596107055,0.24703125,168.30000000000004,275000
428,20,RL,77.0,8593,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1957,1957,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Rec,288.0,Unf,0.0,619.0,907.0,GasA,Ex,Y,SBrkr,907,0,0,907,0.0,0.0,1,0,3,1,TA,5,Typ,0,,Detchd,1964.0,Unf,1.0,352.0,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2008,WD,Normal,0,0,0,1814.0,0,1.0,0.3175303197353914,0.1055510299080647,66,66,0,59,15,Old (51-100),Mid_Tier,3.9000000000000004,2.0,3.0,5.512679162072767,0.3333333333333333,0.3880926130099228,0.2111020598161294,257.40000000000003,109008
429,20,RL,64.0,6762,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,Gd,TA,PConc,Gd,TA,No,GLQ,664.0,Unf,0.0,544.0,1208.0,GasA,Ex,Y,SBrkr,1208,0,0,1208,1.0,0.0,2,0,2,1,Gd,6,Typ,0,,Attchd,2007.0,RFn,2.0,628.0,TA,TA,Y,105,54,0,0,0,0,,,,0,9,2007,New,Partial,0,0,0,2416.0,54,3.0,0.5496688741721855,0.17864537119195503,16,16,0,16,16,Recent (11-25),Mid_Tier,4.950000000000001,2.3333333333333335,3.0,4.966887417218543,1.5,0.5198675496688742,0.35729074238391006,79.20000000000002,195400
430,20,RL,130.0,11457,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,6,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,Mn,GLQ,1005.0,Unf,0.0,387.0,1392.0,GasA,TA,Y,SBrkr,1412,0,0,1412,1.0,0.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,1988.0,Unf,2.0,576.0,TA,TA,Y,0,0,169,0,0,0,,,,0,3,2009,WD,Normal,0,0,0,2804.0,169,3.0,0.7219827586206896,0.12324343196299206,35,35,0,35,14,Mature (26-50),Premium,4.450000000000001,2.3333333333333335,3.0,4.24929178470255,1.0,0.40793201133144474,0.24474120624945447,155.75000000000003,175000
431,160,RM,21.0,1680,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,232.0,TA,TA,CBlock,TA,TA,No,ALQ,387.0,Unf,0.0,96.0,483.0,GasA,TA,Y,SBrkr,483,504,0,987,0.0,0.0,1,1,2,1,TA,4,Typ,0,,Detchd,1971.0,Unf,1.0,264.0,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2008,COD,Abnorml,0,0,0,1470.0,0,1.5,0.8012422360248447,0.5875,52,52,0,52,15,Old (51-100),Standard,4.300000000000001,2.0,3.0,4.052684903748734,0.75,0.2674772036474164,0.875,223.60000000000002,85400
432,50,RM,60.0,5586,Pave,,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,6,7,1920,1998,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,901.0,901.0,GasA,Gd,Y,SBrkr,1088,110,0,1198,0.0,0.0,1,0,4,1,TA,7,Typ,0,,,0.0,,0.0,0.0,,,N,0,98,0,0,0,0,,MnPrv,,0,9,2008,ConLD,Abnorml,0,0,1,2099.0,98,1.0,0.0,0.21446473326172574,103,25,1,0,15,Historic (100+),Standard,4.700000000000001,2.0,0.0,5.843071786310517,0.25,0.0,0.3757608306480487,484.10000000000014,79900
433,160,RM,24.0,1920,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,376.0,TA,TA,CBlock,TA,TA,No,ALQ,471.0,Unf,0.0,294.0,765.0,GasA,Ex,Y,SBrkr,765,600,0,1365,1.0,0.0,1,1,2,1,TA,6,Min1,0,,Detchd,1971.0,Unf,2.0,440.0,TA,TA,Y,240,36,0,0,0,0,,,,0,8,2007,WD,Normal,0,0,0,2130.0,36,2.5,0.615686274509804,0.7109375,52,52,0,52,16,Old (51-100),Standard,4.0,2.0,3.0,4.395604395604396,1.25,0.32234432234432236,1.109375,208.0,122500
434,60,RL,100.0,10839,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,926.0,926.0,GasA,Ex,Y,SBrkr,926,678,0,1604,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1997.0,Fin,2.0,470.0,TA,TA,Y,0,36,0,0,0,0,,,,0,7,2008,WD,Normal,0,0,0,2530.0,36,2.5,0.0,0.14798413137743335,26,25,1,26,15,Mature (26-50),Mid_Tier,4.400000000000001,2.3333333333333335,3.0,4.364089775561097,0.8333333333333334,0.29301745635910226,0.2334163668235077,114.40000000000003,181000
435,180,RM,21.0,1890,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,,0.0,TA,Gd,CBlock,Gd,TA,Av,ALQ,495.0,Unf,0.0,135.0,630.0,GasA,Gd,Y,SBrkr,630,0,0,630,1.0,0.0,1,0,1,1,TA,3,Typ,0,,,0.0,,0.0,0.0,,,Y,88,0,0,0,0,0,,,,0,6,2008,WD,Normal,0,0,1,1260.0,0,2.0,0.7857142857142857,0.3333333333333333,51,51,0,0,15,Old (51-100),Standard,4.300000000000001,2.3333333333333335,0.0,4.761904761904763,2.0,0.0,0.6666666666666666,219.30000000000004,81000
436,60,RL,43.0,10667,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,PosN,Norm,1Fam,2Story,7,6,1996,1996,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,385.0,ALQ,344.0,70.0,799.0,GasA,Ex,Y,SBrkr,827,834,0,1661,1.0,0.0,2,1,3,1,Gd,6,Typ,1,TA,Attchd,1996.0,RFn,2.0,550.0,TA,TA,Y,158,61,0,0,0,0,,,,0,4,2009,ConLw,Normal,0,0,0,2460.0,61,3.5,0.9123904881101377,0.15571388394112684,27,27,0,27,14,Mature (26-50),Mid_Tier,5.150000000000001,2.3333333333333335,3.0,3.6122817579771223,1.1666666666666667,0.33112582781456956,0.2306177931939627,139.05000000000004,212000
437,50,RM,40.0,4400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1920,1950,Gable,CompShg,Stucco,Stucco,,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,648.0,648.0,GasA,TA,Y,FuseA,734,384,0,1118,0.0,0.0,1,0,2,1,TA,6,Typ,0,,Detchd,1990.0,Unf,2.0,440.0,TA,TA,Y,0,0,0,0,0,0,,,,0,10,2006,WD,Normal,0,0,0,1766.0,0,1.0,0.0,0.2540909090909091,103,73,1,33,17,Historic (100+),Standard,4.800000000000001,1.6666666666666667,3.0,5.366726296958855,0.5,0.3935599284436494,0.40136363636363637,494.4000000000001,116000
438,45,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1926,2004,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Gd,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,884.0,884.0,GasA,Gd,Y,SBrkr,904,0,0,904,0.0,0.0,1,0,2,1,TA,4,Typ,0,,Detchd,1926.0,Unf,1.0,180.0,TA,TA,Y,0,0,105,0,0,0,,,,0,1,2009,WD,Normal,0,0,0,1788.0,105,1.0,0.0,0.15066666666666667,97,19,1,97,14,Old (51-100),Standard,4.9,2.0,3.0,4.424778761061947,0.5,0.19911504424778761,0.298,475.3,119000
439,30,RL,40.0,4280,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,6,1913,2002,Gable,CompShg,WdShing,Stucco,,0.0,TA,TA,PConc,TA,TA,No,LwQ,365.0,Unf,0.0,75.0,440.0,GasA,TA,N,SBrkr,694,0,0,694,0.0,0.0,1,0,2,1,Gd,4,Typ,1,Gd,Detchd,1990.0,Unf,1.0,352.0,Gd,TA,P,0,0,34,0,0,0,,MnPrv,,0,3,2007,WD,Normal,0,0,0,1134.0,34,1.0,0.8295454545454546,0.16214953271028038,110,21,1,33,16,Historic (100+),Mid_Tier,4.250000000000001,2.0,3.5,5.763688760806916,0.5,0.5072046109510087,0.2649532710280374,467.5000000000001,90350
440,50,RL,67.0,12354,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,8,1920,2000,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,Fa,Mn,Unf,0.0,Unf,0.0,684.0,684.0,GasA,Gd,Y,SBrkr,684,512,0,1196,0.0,0.0,1,0,3,1,Gd,7,Typ,0,,Detchd,2005.0,Unf,2.0,528.0,TA,TA,Y,0,46,0,0,0,0,,GdPrv,Shed,800,8,2009,ConLI,Normal,0,0,0,1880.0,46,1.0,0.0,0.09681074955480007,103,23,1,18,14,Historic (100+),Standard,4.8999999999999995,1.6666666666666667,3.0,5.852842809364548,0.3333333333333333,0.4414715719063545,0.15217743241055529,504.69999999999993,110000
441,20,RL,105.0,15431,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1767.0,ALQ,539.0,788.0,3094.0,GasA,Ex,Y,SBrkr,2402,0,0,2402,1.0,0.0,2,0,2,1,Ex,10,Typ,2,Gd,Attchd,2008.0,Fin,3.0,672.0,TA,TA,Y,0,72,0,0,170,0,,,,0,4,2009,WD,Normal,0,0,0,5496.0,242,3.0,0.7453135100193924,0.1556606830406325,15,15,0,15,14,Recent (11-25),Premium,6.2,4.0,3.0,4.163197335553705,1.5,0.279766860949209,0.35616615903052296,93.0,555000
442,90,RL,92.0,12108,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,4,1955,1955,Gable,CompShg,VinylSd,VinylSd,BrkFace,270.0,TA,TA,CBlock,TA,TA,No,ALQ,133.0,Unf,0.0,1307.0,1440.0,GasA,TA,N,FuseF,1440,0,0,1440,0.0,0.0,2,0,4,2,Fa,8,Typ,0,,,0.0,,0.0,0.0,,,Y,0,0,0,0,0,0,,,,0,9,2008,WD,Normal,0,0,1,2880.0,0,2.0,0.09236111111111112,0.11892963330029732,68,68,0,0,15,Old (51-100),Standard,3.45,2.0,0.0,5.555555555555555,0.5,0.0,0.23785926660059464,234.60000000000002,118000
443,50,RM,52.0,6240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1930,1992,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,1078.0,1078.0,GasA,TA,Y,SBrkr,1128,445,0,1573,0.0,0.0,2,0,3,1,TA,8,Typ,1,Gd,Detchd,1930.0,Unf,2.0,360.0,TA,TA,P,0,0,0,0,0,0,,,,0,6,2008,WD,Normal,0,0,0,2651.0,0,2.0,0.0,0.2520833333333333,93,31,1,93,15,Old (51-100),Standard,4.400000000000001,2.0,3.0,5.08582326764145,0.6666666666666666,0.22886204704386523,0.4248397435897436,409.2000000000001,162900
444,120,RL,53.0,3922,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,WdShing,Wd Shng,BrkFace,72.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1258.0,1258.0,GasA,Ex,Y,SBrkr,1258,0,0,1258,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2007.0,Fin,3.0,648.0,TA,TA,Y,144,16,0,0,0,0,,,,0,6,2007,New,Partial,0,0,0,2516.0,16,2.0,0.0,0.32075471698113206,17,16,1,16,16,Recent (11-25),Mid_Tier,5.050000000000001,2.6666666666666665,3.0,4.769475357710651,1.0,0.5151033386327504,0.6415094339622641,85.85000000000001,172500
445,60,RL,70.0,8750,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,Gd,PConc,Gd,TA,No,GLQ,642.0,Unf,0.0,273.0,915.0,GasA,Ex,Y,SBrkr,933,975,0,1908,1.0,0.0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1994.0,Unf,2.0,493.0,TA,TA,Y,144,133,0,0,0,0,,,,0,7,2008,WD,Normal,0,0,0,2823.0,133,3.5,0.7016393442622951,0.21805714285714287,29,28,1,29,15,Mature (26-50),Mid_Tier,5.050000000000002,2.3333333333333335,3.0,4.1928721174004195,0.875,0.2583857442348008,0.32262857142857143,146.45000000000005,210000
