Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,LotFrontage_WasMissing,MasVnrArea_WasMissing,GarageYrBlt_WasMissing,TotalSF,TotalPorchSF,TotalBaths,BsmtFinishedRatio,LivingAreaRatio,HouseAge,YearsSinceRemodel,WasRemodeled,GarageAge,YearsSinceSold,QualityScore,BasementQualityScore,GarageQualityScore,RoomDensity,BathBedroomRatio,GarageLivingRatio,LotCoverageRatio,AgeQualityInteraction,MiscVal_transformed,PoolArea_transformed,LotArea_transformed,LowQualFinSF_transformed,3SsnPorch_transformed,KitchenAbvGr_transformed,BsmtFinSF2_transformed,EnclosedPorch_transformed,ScreenPorch_transformed,GarageYrBlt_transformed,BsmtHalfBath_transformed,GarageQualityScore_transformed,LivingAreaRatio_transformed,MasVnrArea_transformed,OpenPorchSF_transformed,LotCoverageRatio_transformed,TotalPorchSF_transformed,BathBedroomRatio_transformed,WoodDeckSF_transformed,TotalSF_transformed,1stFlrSF_transformed,BsmtFinSF1_transformed,MSSubClass_transformed,LotFrontage_transformed,GrLivArea_transformed,TotalBsmtSF_transformed,AgeQualityInteraction_transformed,Street_encoded,Alley_encoded,Utilities_encoded,CentralAir_encoded,LotFrontage_WasMissing_encoded,MasVnrArea_WasMissing_encoded,GarageYrBlt_WasMissing_encoded,Condition1_encoded,Condition2_encoded,ExterQual_encoded,ExterCond_encoded,BsmtQual_encoded,BsmtCond_encoded,BsmtFinType1_encoded,BsmtFinType2_encoded,HeatingQC_encoded,KitchenQual_encoded,FireplaceQu_encoded,GarageFinish_encoded,GarageQual_encoded,GarageCond_encoded,PoolQC_encoded,SaleCondition_encoded,Neighborhood_encoded,Exterior1st_encoded,Exterior2nd_encoded,MSSubClass_encoded,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Gtl,LandSlope_Mod,LandSlope_Sev,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_ClyTile,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,BsmtExposure_Av,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,Functional_Maj1,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sev,Functional_Typ,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,PavedDrive_N,PavedDrive_P,PavedDrive_Y,Fence_GdPrv,Fence_GdWo,Fence_MnPrv,Fence_MnWw,MiscFeature_Gar2,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,HouseAgeGroup_Historic (100+),HouseAgeGroup_Mature (26-50),HouseAgeGroup_Old (51-100),HouseAgeGroup_Recent (11-25),NeighborhoodTier_Mid_Tier,NeighborhoodTier_Premium,NeighborhoodTier_Standard,SalePrice
609,70,78.0,12168,8,6,1934,1998,0.0,428.0,0.0,537.0,965.0,1940,1254,0,3194,0.0,0.0,2,1,4,1,10,2,1934.0,2.0,380.0,0,0,0,0,0,0,0,9,2007,0,0,0,4159.0,0,2.5,0.4435233160621761,0.2624917817225509,89,25,1,89,16,5.200000000000001,2.333333333333333,3.0,3.1308703819661865,0.625,0.118973074514715,0.3417981591058514,462.80000000000007,0.0,0.0,17.222842597803265,0.0,0.0,1.0,-0.0,0.0,0.0,35765132.1566755,0.0,83.63197513277902,-1.455632081098435,2.836967705336552,0.0,-1.1100746873434788,0.0,-0.4838058108217161,0.0,24.81373619166861,6.012349838438901,20.688160865577203,2.807855687746713,8.831760866327848,7.675110409663139,234.39243969740147,4.697751134752798,1,,0.0,1,0,0,0,5,5,3,3,4.0,3.0,4.0,1.0,3,3.0,4.0,1.0,3.0,3.0,,4,205455.5705898798,188015.55018171654,148706.64856490542,163389.8026049854,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,359100
610,20,61.0,7943,4,5,1961,1961,192.0,903.0,0.0,126.0,1029.0,1029,0,0,1029,1.0,0.0,1,0,3,1,5,0,1961.0,1.0,261.0,64,0,39,0,0,0,0,4,2007,0,0,0,2058.0,39,2.0,0.8775510204081632,0.1295480297116958,62,62,0,62,16,3.6000000000000005,2.0,3.0,4.859086491739553,0.6666666666666666,0.2536443148688047,0.2590960594233916,223.20000000000005,0.0,0.0,17.222842597803265,0.0,0.0,1.0,-0.0,0.0,0.0,35765132.1566755,0.0,83.63197513277902,-2.3279360331292187,2.836967705336552,0.0,-1.4087234935136568,5.628534222751172,-0.4157097509343708,0.0,24.81373619166861,5.612350226388586,30.04995840263344,2.221832341815843,7.810249675906654,6.644576752792568,246.068290002661,4.697751134752798,1,,0.0,1,0,0,0,3,5,3,2,3.0,3.0,3.0,1.0,4,3.0,,1.0,3.0,3.0,,5,141941.2346897663,214779.58038757098,216070.71346458318,185015.5843810596,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,118500
611,60,81.0,11050,9,5,2000,2000,204.0,904.0,0.0,536.0,1440.0,1476,677,0,2153,1.0,0.0,2,1,3,1,8,2,2000.0,3.0,736.0,253,142,0,0,0,0,0,5,2009,1,0,0,3593.0,142,3.5,0.6277777777777778,0.194841628959276,23,23,0,23,14,5.7,2.6666666666666665,3.0,3.715745471435207,1.1666666666666667,0.341848583372039,0.325158371040724,131.1,0.0,0.0,17.222842597803265,0.0,0.0,1.0,-0.0,0.0,0.0,35765132.1566755,0.0,83.63197513277902,-1.8144294335027031,2.836967705336552,5.226073898701223,-1.1635008878741846,8.867022798918653,0.1527034910125214,0.0,24.81373619166861,5.841862935061075,30.066592756745816,2.7438051561793677,9.0,7.317854673993409,317.3053847758958,4.697751134752798,1,,0.0,1,1,0,0,8,5,4,3,5.0,3.0,6.0,1.0,5,5.0,5.0,3.0,3.0,3.0,,5,194596.47730525455,210288.65697578923,210743.62429001002,234764.73234116918,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,313000
612,80,80.0,10395,6,6,1978,1978,233.0,605.0,0.0,427.0,1032.0,1032,0,0,1032,0.0,1.0,2,0,3,1,6,1,1978.0,2.0,564.0,0,0,0,0,0,0,500,7,2007,1,0,0,2064.0,0,2.5,0.5862403100775194,0.0992784992784992,45,45,0,45,16,4.600000000000001,2.333333333333333,3.0,5.813953488372093,0.8333333333333334,0.5465116279069767,0.1985569985569985,207.00000000000009,6.2166061010848646,0.0,17.222842597803265,0.0,0.0,1.0,-0.0,0.0,0.0,35765132.1566755,1.0,83.63197513277902,-2.677129918296846,2.836967705336552,0.0,-1.700494780086954,0.0,-0.1843740538091855,0.0,24.81373619166861,5.614223166200263,24.596747752497688,2.8616830184323145,8.94427190999916,6.647243140778311,246.61113304328893,4.697751134752798,1,,0.0,1,1,0,0,5,5,3,3,4.0,3.0,5.0,1.0,3,3.0,3.0,1.0,3.0,3.0,,5,187913.0599833956,165697.37212183035,170531.1071124526,172502.23659159505,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,148000
613,60,81.0,11885,8,5,2001,2001,108.0,990.0,0.0,309.0,1299.0,1299,573,0,1872,1.0,0.0,2,1,3,1,7,1,2001.0,2.0,531.0,160,122,0,0,0,0,0,11,2009,1,0,0,3171.0,122,3.5,0.7621247113163973,0.1575094657130837,22,22,0,22,14,5.300000000000001,2.333333333333333,3.0,3.73931623931624,1.1666666666666667,0.2836538461538461,0.2668068994530921,116.60000000000002,0.0,0.0,17.222842597803265,0.0,0.0,1.0,-0.0,0.0,0.0,35765132.1566755,0.0,83.63197513277902,-2.078781459113503,2.836967705336552,5.059413292953294,-1.3768643136547545,8.436220596957389,0.1527034910125214,0.0,24.81373619166861,5.761184291357458,31.464265445104548,2.7438051561793677,9.0,7.19076551254399,293.5136714392251,4.697751134752798,1,,0.0,1,1,0,0,5,5,4,3,4.0,3.0,6.0,1.0,5,5.0,3.0,3.0,3.0,3.0,,5,194300.35400711896,213860.54492631304,214053.8553226605,239088.07493637988,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,261500
614,20,70.0,8402,5,5,2007,2007,0.0,206.0,0.0,914.0,1120.0,1120,0,0,1120,0.0,0.0,1,0,3,1,6,0,0.0,0.0,0.0,0,30,0,0,0,0,0,12,2007,0,0,1,2240.0,30,1.0,0.1839285714285714,0.133301594858367,16,16,0,0,16,4.1000000000000005,2.333333333333333,0.0,5.357142857142857,0.3333333333333333,0.0,0.2666031897167341,65.60000000000001,0.0,0.0,17.222842597803265,0.0,0.0,1.0,-0.0,0.0,0.0,35765132.1566755,0.0,83.63197513277902,-2.2911420970521763,2.836967705336552,3.558677650777331,-1.3776933494803647,5.080410561080032,-1.1760171684051135,0.0,24.81373619166861,5.666729867122021,14.352700094407323,2.221832341815843,8.366600265340756,6.722154836501578,262.36742721045505,4.697751134752798,1,,0.0,1,0,0,1,3,5,3,3,4.0,3.0,5.0,1.0,5,3.0,,,,,,6,164164.85018944915,210288.65697578923,210743.62429001002,184796.9723193198,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,147000
615,180,21.0,1491,4,6,1972,1972,0.0,150.0,480.0,0.0,630.0,630,0,0,630,1.0,0.0,1,0,1,1,3,0,0.0,0.0,0.0,96,24,0,0,0,0,0,5,2010,0,0,1,1260.0,24,2.0,1.0,0.4225352112676056,51,51,0,0,13,4.000000000000001,2.333333333333333,0.0,4.761904761904763,2.0,0.0,0.8450704225352113,204.00000000000009,0.0,0.0,17.222842597803265,0.0,0.0,1.0,0.6837390537125159,0.0,0.0,35765132.1566755,0.0,83.63197513277902,-0.90949137816032,2.836967705336552,3.328269900712593,-0.1692169843928637,4.640634343428784,0.6645183522778861,0.0,24.81373619166861,5.291811111588361,12.24744871391589,3.157984941134465,4.58257569495584,6.193951882054355,169.68020589724972,4.697751134752798,1,,0.0,1,0,0,1,5,5,3,3,4.0,3.0,2.0,6.0,5,3.0,,,,,,5,141405.59794520546,228037.07198007472,226195.16590563167,151777.1740531829,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,75500
616,85,80.0,8800,6,7,1963,1963,156.0,763.0,0.0,173.0,936.0,1054,0,0,1054,1.0,0.0,1,0,3,1,6,0,1963.0,2.0,480.0,120,0,0,0,0,0,0,5,2010,0,0,0,1990.0,0,2.0,0.8151709401709402,0.1197727272727272,60,60,0,60,13,4.8500000000000005,3.333333333333333,3.0,5.692599620493358,0.6666666666666666,0.4554079696394686,0.2261363636363636,291.00000000000006,0.0,0.0,17.222842597803265,0.0,0.0,1.0,-0.0,0.0,0.0,35765132.1566755,0.0,83.63197513277902,-2.429679349568795,2.836967705336552,0.0,-1.5572959517513392,0.0,-0.4157097509343708,0.0,24.81373619166861,5.627783784340687,27.622454633866266,2.8856261070587945,8.94427190999916,6.6665603360777554,229.0394773339528,4.697751134752798,1,,0.0,1,0,0,0,3,5,3,4,3.0,3.0,6.0,1.0,5,4.0,,3.0,3.0,3.0,,2,148003.50245403268,152092.28855028935,151892.11999401156,162630.95473496127,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,137500
617,60,65.6,7861,6,5,2002,2003,0.0,457.0,0.0,326.0,783.0,807,702,0,1509,1.0,0.0,2,1,3,1,7,1,2002.0,2.0,393.0,100,75,0,0,0,0,0,6,2006,1,0,0,2292.0,75,3.5,0.5836526181353767,0.1919603103930797,21,20,1,21,17,4.65,2.333333333333333,3.0,4.638833664678596,1.1666666666666667,0.2604373757455268,0.2915659585294491,97.65,0.0,0.0,17.222842597803265,0.0,0.0,1.0,-0.0,0.0,0.0,35765132.1566755,0.0,83.63197513277902,-1.8327180266584964,2.836967705336552,4.53029429753783,-1.2808109154537075,7.1494486457842985,0.1527034910125214,0.0,24.81373619166861,5.454798923358766,21.37755832643195,2.7438051561793677,8.099382692526634,6.994464281275876,200.0783891526833,4.697751134752798,1,,0.0,1,1,0,0,5,5,4,3,4.0,3.0,6.0,1.0,5,4.0,4.0,3.0,3.0,3.0,,5,188053.57278538813,213616.7330833042,214423.47035201915,237658.6924470977,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,183200
618,45,59.0,7227,6,6,1954,1954,0.0,0.0,0.0,832.0,832.0,832,0,0,832,0.0,0.0,1,0,2,1,4,0,1962.0,2.0,528.0,0,0,0,0,0,0,0,6,2008,0,0,0,1664.0,0,1.0,0.0,0.1151238411512384,69,69,0,61,15,4.550000000000001,2.0,3.0,4.807692307692308,0.5,0.6346153846153846,0.2302476823024768,313.95000000000005,0.0,0.0,17.222842597803265,0.0,0.0,1.0,-0.0,0.0,0.0,35765132.1566755,0.0,83.63197513277902,-2.48139686281204,2.836967705336552,0.0,-1.5375496232677246,0.0,-0.7234444175958598,0.0,24.81373619166861,5.474709029722238,0.0,2.6185665020609696,7.681145747868608,6.449697253063792,209.493672842314,4.697751134752798,1,,0.0,1,0,0,0,1,5,3,3,3.0,3.0,1.0,1.0,4,4.0,,1.0,3.0,3.0,,5,148003.50245403268,152092.28855028935,151892.11999401156,148595.36625811103,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,105500
619,20,90.0,11694,9,5,2007,2007,452.0,48.0,0.0,1774.0,1822.0,1828,0,0,1828,0.0,0.0,2,0,3,1,9,1,2007.0,3.0,774.0,0,108,0,0,260,0,0,7,2007,0,0,0,3650.0,368,2.0,0.0263446761800219,0.1563194800752522,16,16,0,16,16,5.85,2.6666666666666665,3.0,4.923413566739606,0.6666666666666666,0.4234135667396061,0.3121258765178724,93.6,0.0,0.0,17.222842597803265,0.0,0.0,1.0,-0.0,0.0,0.0,35765132.1566755,0.0,83.63197513277902,-2.0883368631943866,2.836967705336552,4.92611803176596,-1.2074137380249648,11.92248227707926,-0.4157097509343708,0.0,24.81373619166861,5.975510561918294,6.928203230275509,2.221832341815843,9.486832980505138,7.169130418829948,379.0830545864624,4.697751134752798,1,,0.0,1,0,0,0,5,5,5,3,5.0,3.0,6.0,1.0,5,4.0,4.0,1.0,3.0,3.0,,6,300280.79941291583,221298.10873287672,219612.36442704935,184796.9723193198,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,314813
620,60,85.0,12244,8,5,2003,2003,226.0,871.0,0.0,611.0,1482.0,1482,780,0,2262,1.0,0.0,2,1,4,1,10,2,2003.0,3.0,749.0,168,0,0,0,0,0,0,8,2008,0,0,0,3744.0,0,3.5,0.5877192982456141,0.1847435478601764,20,20,0,20,15,5.250000000000001,3.6666666666666665,3.0,4.420866489832007,0.875,0.3311229000884173,0.3057824240444299,105.0,0.0,0.0,17.222842597803265,0.0,0.0,1.0,-0.0,0.0,0.0,35765132.1566755,0.0,83.63197513277902,-1.8799142767802457,2.836967705336552,0.0,-1.2294978961169294,0.0,-0.1346301573461039,0.0,24.81373619166861,5.844414561692563,29.512709126747414,2.7438051561793677,9.219544457292889,7.362682785580331,324.27945384714747,4.697751134752798,1,,0.0,1,0,0,0,5,5,4,3,4.0,3.0,6.0,1.0,5,4.0,4.0,3.0,3.0,3.0,,5,221609.86733958183,212250.8743230328,212874.74275929548,236205.71183561644,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,305000
621,30,45.0,8248,3,3,1914,1950,0.0,41.0,0.0,823.0,864.0,864,0,0,864,1.0,0.0,1,0,2,1,5,0,0.0,0.0,0.0,0,0,100,0,0,0,0,9,2008,0,0,1,1728.0,100,2.0,0.0474537037037037,0.104752667313288,109,73,1,0,15,3.0,2.0,0.0,5.787037037037036,1.0,0.0,0.2095053346265761,327.0,0.0,0.0,17.222842597803265,0.0,0.0,1.0,-0.0,0.0,0.0,35765132.1566755,0.0,83.63197513277902,-2.6057661013428843,2.836967705336552,0.0,-1.641260574763934,7.893383919367514,0.0,0.0,24.81373619166861,5.499286289742562,6.4031242374328485,2.4286617422266024,6.708203932499369,6.484340964339539,215.56865204584423,4.697751134752798,1,0.0,0.0,0,0,0,1,5,5,3,3,3.0,3.0,4.0,1.0,3,3.0,,,,,,5,133374.04081344444,177225.51480335838,168674.99875467,110040.1993150685,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,67000
622,60,90.0,10800,6,7,1974,1997,0.0,956.0,182.0,384.0,1522.0,1548,1066,0,2614,0.0,0.0,2,1,4,1,9,1,1974.0,2.0,624.0,38,243,0,0,0,0,0,6,2008,0,0,0,4136.0,243,2.5,0.7477003942181341,0.242037037037037,49,26,1,49,15,4.700000000000001,2.0,3.0,3.442999234889059,0.625,0.2387146136189747,0.3829629629629629,230.30000000000004,0.0,0.0,17.222842597803265,0.0,0.0,1.0,0.6834847883470616,0.0,0.0,35765132.1566755,0.0,83.63197513277902,-1.551984146869544,2.836967705336552,5.821341498360879,-0.9889562891092738,10.512438301822456,-0.4838058108217161,0.0,24.81373619166861,5.871778900098076,30.919249667480614,2.7438051561793677,9.486832980505138,7.493809852238884,330.8763085829785,4.697751134752798,1,,0.0,1,0,0,0,5,5,3,3,3.0,3.0,5.0,3.0,3,3.0,3.0,3.0,3.0,3.0,,5,188693.3958431743,164255.2470908823,167992.761130137,234764.73234116918,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,240000
623,20,71.0,7064,5,6,1977,1977,153.0,560.0,0.0,420.0,980.0,980,0,0,980,0.0,0.0,1,0,3,1,6,0,1986.0,2.0,484.0,192,0,0,0,0,0,0,7,2009,0,0,0,1960.0,0,1.0,0.5714285714285714,0.138731596828992,46,46,0,37,14,4.200000000000001,2.0,3.0,6.122448979591836,0.3333333333333333,0.4938775510204081,0.2774631936579841,193.20000000000005,0.0,0.0,17.222842597803265,0.0,0.0,1.0,-0.0,0.0,0.0,35765132.1566755,0.0,83.63197513277902,-2.239927906394516,2.836967705336552,0.0,-1.334408964607294,0.0,-1.1760171684051135,0.0,24.81373619166861,5.580910193653641,23.664319132398465,2.221832341815843,8.426149773176359,6.599876351949109,237.14563989227813,4.697751134752798,1,,0.0,1,0,0,0,5,5,3,3,3.0,3.0,4.0,1.0,3,3.0,,1.0,3.0,3.0,,5,141941.2346897663,173000.91710210423,166148.97586431834,185015.5843810596,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,135000
624,160,24.0,2117,6,5,2000,2000,513.0,420.0,0.0,336.0,756.0,756,756,0,1512,0.0,0.0,2,1,2,1,4,1,2000.0,2.0,440.0,0,32,0,0,0,0,0,6,2007,1,0,0,2268.0,32,2.5,0.5555555555555556,0.7142182333490789,23,23,0,23,16,4.65,2.333333333333333,3.0,2.6455026455026456,1.25,0.291005291005291,1.0713273500236182,106.95,0.0,0.0,17.222842597803265,0.0,0.0,1.0,-0.0,0.0,0.0,35765132.1566755,0.0,83.63197513277902,-0.3437342532512286,2.836967705336552,3.6258359670986215,0.0687514189353431,5.2120885390568645,0.2201195395838708,0.0,24.81373619166861,5.412068612323868,20.4939015319192,3.118024878560868,4.898979485566356,6.996275232207466,194.82863963580556,4.697751134752798,1,,0.0,1,1,0,0,5,5,4,3,4.0,3.0,6.0,1.0,5,4.0,3.0,1.0,3.0,3.0,,5,223550.13698630137,149310.45999377334,149723.0465432989,147306.5075230182,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,168500
